style_function,response1,response2,match
ALL CAPS,0.27054108216432865,0.1903807615230461,0.7955911823647295
Blockquotes,0.002004008016032064,0.0,0.9979959919839679
Bullets,0.02004008016032064,0.06212424849699399,0.9338677354709419
Code Formatting,0.09018036072144289,0.036072144288577156,0.9418837675350702
Emojis,0.008016032064128256,0.004008016032064128,0.9959919839679359
Exclamations,0.15430861723446893,0.13627254509018036,0.87374749498998
First-Person Pronouns,0.3166332665330661,0.25851703406813625,0.7575150300601202
Greeting (Start),0.04408817635270541,0.022044088176352707,0.9779559118236473
Header/Title,0.026052104208416832,0.08016032064128256,0.9018036072144289
Links,0.006012024048096192,0.0,0.9939879759519038
List,0.2845691382765531,0.24849699398797595,0.7114228456913828
Long Sentences,0.37675350701402804,0.156312625250501,0.6432865731462926
Markdown,0.35671342685370744,0.29458917835671344,0.7094188376753507
Math Symbols,0.6593186372745491,0.46092184368737477,0.5851703406813628
Numbered Steps,0.06613226452905811,0.06813627254509018,0.87374749498998
Parentheses,0.3967935871743487,0.6673346693386774,0.625250501002004
Questions,0.07414829659318638,0.0841683366733467,0.9338677354709419
Repetition,0.9859719438877755,0.9539078156312625,0.9639278557114228
Sign-off (End),0.0,0.0,1.0
Starts with List,0.06212424849699399,0.03006012024048096,0.9478957915831663
